#Time[sec]	Frequency[Hz]	Power[(m/s)^2ÅEs]
14.08	20.3125	5.61847083361474E-18
14.08	20.703125	1.66210263443035E-18
14.08	21.09375	4.05744775466266E-18
14.08	21.484375	1.84764275079958E-18
14.08	21.875	6.60872996401908E-18
14.08	22.265625	1.34157355875716E-17
14.08	22.65625	8.1238149761688E-18
14.08	23.046875	4.61284193592404E-18
14.08	23.4375	1.77489985621882E-17
14.08	23.828125	6.5918395839127E-18
14.08	24.21875	1.61027757693596E-17
14.08	24.609375	2.18054753315704E-17
14.08	25	8.06032960038888E-18
14.08	25.390625	8.84289559942367E-18
14.08	25.78125	1.20365637474955E-17
14.08	26.171875	7.32271504958909E-18
14.08	26.5625	8.45068127522707E-18
14.08	26.953125	1.41938320056805E-17
14.08	27.34375	9.7176075817732E-18
14.08	27.734375	1.68554979281532E-17
14.08	28.125	1.11496650632354E-17
14.08	28.515625	2.02505488391482E-18
14.08	28.90625	1.67537859613862E-18
14.08	29.296875	1.01457417922395E-17
14.08	29.6875	4.03590739860067E-18
14.08	30.078125	1.37483520531854E-20
14.08	30.46875	1.57368354936384E-18
14.08	30.859375	7.39639876989378E-19
14.08	31.25	6.27961100169832E-19
14.08	31.640625	2.29849702722782E-18
14.08	32.03125	5.76266606147984E-18
14.08	32.421875	1.34608967640327E-17
14.08	32.8125	4.0287050617503E-18
14.08	33.203125	4.09185303669868E-18
14.08	33.59375	1.4380934159275E-18
14.08	33.984375	6.47480882033565E-19
14.08	34.375	3.56870270490636E-20
14.08	34.765625	4.05410025706702E-18
14.08	35.15625	1.01715268810657E-17
14.08	35.546875	5.80037623420873E-18
14.08	35.9375	3.48050692840787E-18
14.08	36.328125	4.52886182037588E-18
14.08	36.71875	1.55417876604562E-17
14.08	37.109375	1.22580519471279E-17
14.08	37.5	3.77291198991872E-18
14.08	37.890625	5.69614613365584E-18
14.08	38.28125	9.33737288937549E-18
14.08	38.671875	3.61793275461846E-19
14.08	39.0625	3.20980603241361E-18
14.08	39.453125	1.9244993566373E-18
14.08	39.84375	3.49373795966367E-18
14.08	40.234375	1.97998466383201E-18
14.08	40.625	5.3622901712864E-19
14.08	41.015625	3.20644275946322E-18
14.08	41.40625	4.24471165241323E-18
14.08	41.796875	1.48622004186708E-18
14.08	42.1875	1.74051795465601E-18
14.08	42.578125	5.81120808567316E-18
14.08	42.96875	3.64235124537012E-18
14.08	43.359375	5.28213852884925E-19
14.08	43.75	1.06669292771524E-19
14.08	44.140625	1.12283694025786E-18
14.08	44.53125	7.03193991136372E-19
14.08	44.921875	2.80040403696243E-19
14.08	45.3125	3.21422975950512E-20
14.08	45.703125	1.77959091685855E-19
14.08	46.09375	3.4909481211744E-20
14.08	46.484375	5.69316446480929E-20
14.08	46.875	9.08072320306878E-21
14.08	47.265625	6.03945887685051E-22
14.08	47.65625	2.14538934313996E-22
14.08	48.046875	1.67287017246713E-22
14.08	48.4375	2.72286471090778E-22
14.08	48.828125	1.18976543631278E-22
14.08	49.21875	1.40099771240451E-23
14.08	49.609375	2.98661012122371E-22
14.08	50	1.02148986556373E-21
16.64	0	7.46740463305779E-17
16.64	0.390625	2.8595574607814E-15
16.64	0.78125	3.49907976063836E-15
16.64	1.171875	7.17651194675133E-16
16.64	1.5625	1.4901835266158E-16
16.64	1.953125	5.47805635347444E-17
16.64	2.34375	2.19414953922922E-17
16.64	2.734375	1.32408044394469E-17
16.64	3.125	1.45247346411827E-17
16.64	3.515625	2.00330960456623E-17
16.64	3.90625	1.01497753840977E-17
16.64	4.296875	3.21751242673537E-17
16.64	4.6875	1.43043493244245E-17
16.64	5.078125	4.76312367345879E-18
16.64	5.46875	3.94001692023097E-18
16.64	5.859375	2.16243645746571E-17
16.64	6.25	7.46788324782888E-18
16.64	6.640625	9.90221801721221E-19
16.64	7.03125	2.72128409300003E-18
16.64	7.421875	1.6831604081661E-17
16.64	7.8125	6.47084230452405E-18
16.64	8.203125	2.94737611544456E-18
16.64	8.59375	6.29977006172341E-18
16.64	8.984375	2.80378389014545E-18
16.64	9.375	5.66953742371829E-18
16.64	9.765625	6.53906382914121E-18
16.64	10.15625	3.865968067052E-18
16.64	10.546875	2.01692489573728E-18
16.64	10.9375	1.0608157224634E-18
16.64	11.328125	7.57666136574514E-18
16.64	11.71875	1.21264910216958E-17
16.64	12.109375	2.6769008833662E-17
16.64	12.5	3.21700148002527E-17
16.64	12.890625	3.90191076415906E-18
16.64	13.28125	1.26637466184638E-18
16.64	13.671875	1.01248237976486E-18
16.64	14.0625	6.85620274002901E-18
16.64	14.453125	1.26305937260781E-17
16.64	14.84375	5.16732392256558E-18
16.64	15.234375	2.18478955148638E-18
16.64	15.625	1.07232379008306E-17
16.64	16.015625	5.51612303879198E-18
16.64	16.40625	1.0324771046414E-17
16.64	16.796875	1.84820743169985E-18
16.64	17.1875	6.02732201163132E-19
16.64	17.578125	1.69478094807587E-18
16.64	17.96875	1.70476944146361E-18
16.64	18.359375	1.88244797693562E-18
16.64	18.75	4.38070973749684E-18
16.64	19.140625	6.01044690557694E-18
16.64	19.53125	2.28783911156268E-18
16.64	19.921875	2.64884932501859E-18
16.64	20.3125	8.98620888793555E-18
16.64	20.703125	1.0188022609557E-17
16.64	21.09375	8.61625203922294E-18
16.64	21.484375	4.21317640348616E-18
16.64	21.875	5.56696622197809E-18
16.64	22.265625	1.24200842025404E-17
16.64	22.65625	1.94629639858856E-17
16.64	23.046875	5.33098755746333E-17
16.64	23.4375	2.59299814326401E-17
16.64	23.828125	2.26681811433846E-18
16.64	24.21875	4.00338345325056E-18
16.64	24.609375	4.62284522580174E-18
16.64	25	1.61158676284075E-17
16.64	25.390625	6.86019738442415E-18
16.64	25.78125	8.56117559704331E-18
16.64	26.171875	2.15651299626072E-17
16.64	26.5625	4.86877460067432E-18
16.64	26.953125	1.13301329310295E-19
16.64	27.34375	1.12575938320009E-19
16.64	27.734375	5.26832388819045E-19
16.64	28.125	5.78893809922278E-18
16.64	28.515625	4.1841653528555E-19
16.64	28.90625	6.29396490798381E-18
16.64	29.296875	4.29937336153732E-18
16.64	29.6875	1.71021032502075E-18
16.64	30.078125	6.79826991604344E-18
16.64	30.46875	3.4712859733795E-19
16.64	30.859375	2.00676674459436E-19
16.64	31.25	3.07731583069244E-18
16.64	31.640625	2.16655612540824E-18
16.64	32.03125	1.06888295246541E-18
16.64	32.421875	2.72306938479176E-18
16.64	32.8125	7.25532794953946E-18
16.64	33.203125	4.82302594671331E-18
16.64	33.59375	9.08653885163604E-18
16.64	33.984375	5.13974102795275E-18
16.64	34.375	4.14997104836545E-18
16.64	34.765625	1.06735914693927E-17
16.64	35.15625	1.55835730926059E-17
16.64	35.546875	5.22565364649005E-18
16.64	35.9375	1.72285551293403E-18
16.64	36.328125	8.38073310004996E-20
16.64	36.71875	7.99793372111428E-19
16.64	37.109375	5.38009772334897E-18
16.64	37.5	1.57033470243445E-17
16.64	37.890625	1.36346893234793E-17
16.64	38.28125	7.76007631005802E-18
16.64	38.671875	3.05935018266234E-18
16.64	39.0625	2.97660754606726E-18
16.64	39.453125	2.44726184413232E-18
16.64	39.84375	5.39017481750162E-19
16.64	40.234375	6.05482145409865E-18
16.64	40.625	8.70176992471209E-19
16.64	41.015625	2.82836461997324E-18
16.64	41.40625	1.49605230626911E-18
16.64	41.796875	2.35411703079751E-19
16.64	42.1875	7.64158256400091E-19
16.64	42.578125	9.66026881832082E-19
16.64	42.96875	9.49356347688764E-19
16.64	43.359375	2.7798362124046E-19
16.64	43.75	9.84450635488574E-19
16.64	44.140625	5.50667480302309E-19
16.64	44.53125	8.46883386821443E-19
16.64	44.921875	5.37826782552109E-19
16.64	45.3125	4.28662567659522E-19
16.64	45.703125	2.28145519641093E-19
16.64	46.09375	1.45185291971289E-19
16.64	46.484375	4.28311566858039E-20
16.64	46.875	3.97540934595871E-20
16.64	47.265625	1.4301346797406E-20
16.64	47.65625	1.17109200729435E-22
16.64	48.046875	9.48942961017516E-22
16.64	48.4375	6.06856100898129E-22
16.64	48.828125	6.85360281203111E-23
16.64	49.21875	8.59325579990268E-23
16.64	49.609375	3.52542661283031E-22
16.64	50	3.02108041703907E-23
19.2	0	1.00893895714002E-17
19.2	0.390625	3.66912555239153E-15
19.2	0.78125	1.20622094543322E-15
19.2	1.171875	1.81388019242964E-16
19.2	1.5625	2.11857649184464E-16
19.2	1.953125	8.58488542204716E-17
19.2	2.34375	3.72817709404969E-17
19.2	2.734375	9.45358031263051E-18
19.2	3.125	8.08813042785375E-17
19.2	3.515625	1.46607378520944E-16
19.2	3.90625	1.05152076257154E-16
19.2	4.296875	3.04174835186457E-17
19.2	4.6875	4.41824797343944E-18
19.2	5.078125	6.09940305364082E-18
19.2	5.46875	1.55581024159836E-17
19.2	5.859375	8.12917269487786E-19
19.2	6.25	3.22799775555862E-17
19.2	6.640625	2.15875373344632E-17
19.2	7.03125	1.75543893313825E-18
19.2	7.421875	3.44531724901759E-18
19.2	7.8125	5.93982774666701E-18
19.2	8.203125	1.42368057773794E-17
19.2	8.59375	2.71022657916942E-17
19.2	8.984375	1.2951458737406E-17
19.2	9.375	1.56100439813486E-17
19.2	9.765625	7.25511220362555E-18
19.2	10.15625	8.65601738818993E-19
19.2	10.546875	5.85349320417605E-19
19.2	10.9375	1.59196435443353E-18
19.2	11.328125	3.78683231500531E-18
19.2	11.71875	6.25534670016548E-18
19.2	12.109375	1.62087895966083E-17
19.2	12.5	1.22238299467258E-17
19.2	12.890625	4.4185240566347E-18
19.2	13.28125	1.10919415332508E-17
19.2	13.671875	1.26046233656403E-17
19.2	14.0625	5.60217624956125E-18
19.2	14.453125	2.06556252448433E-19
19.2	14.84375	1.11335467886881E-18
19.2	15.234375	1.9548264749119E-18
19.2	15.625	1.67119981687846E-17
19.2	16.015625	1.41292176627145E-17
19.2	16.40625	5.54685795884904E-19
19.2	16.796875	7.55486569969474E-19
19.2	17.1875	1.39721091955359E-19
19.2	17.578125	5.96383816076697E-19
19.2	17.96875	1.39811088568712E-18
19.2	18.359375	9.93635997116728E-19
19.2	18.75	1.5198840225564E-18
19.2	19.140625	1.45518982817794E-18
19.2	19.53125	1.52812515960088E-18
19.2	19.921875	2.96211072415606E-18
19.2	20.3125	3.55152794684328E-18
19.2	20.703125	9.80415328028185E-19
19.2	21.09375	2.40396309871362E-19
19.2	21.484375	5.5062454865433E-19
19.2	21.875	5.13157627737355E-18
19.2	22.265625	1.27087250366991E-17
19.2	22.65625	3.13092082973924E-17
19.2	23.046875	1.17335505470203E-17
19.2	23.4375	1.81381253249037E-19
19.2	23.828125	5.1283873046593E-18
19.2	24.21875	1.1062153860467E-17
19.2	24.609375	1.28828697432266E-18
19.2	25	3.41166164053507E-18
19.2	25.390625	8.91550103467204E-19
19.2	25.78125	7.27223890616719E-19
19.2	26.171875	6.53432797692207E-18
19.2	26.5625	1.07094649446683E-17
19.2	26.953125	4.4830366396082E-18
19.2	27.34375	4.26532581672629E-18
19.2	27.734375	3.35416378813429E-18
19.2	28.125	9.56165487205595E-18
19.2	28.515625	8.87227423593111E-19
19.2	28.90625	1.28550847319793E-19
19.2	29.296875	1.84465815554294E-17
19.2	29.6875	2.35074654176088E-17
19.2	30.078125	6.41126341780001E-19
19.2	30.46875	7.00504299030027E-18
19.2	30.859375	1.07664156199741E-18
19.2	31.25	4.69451667197847E-18
19.2	31.640625	5.43313192345723E-18
19.2	32.03125	1.62265571032916E-19
19.2	32.421875	1.53239560182585E-18
19.2	32.8125	5.56572346283484E-18
19.2	33.203125	2.722181062776E-18
19.2	33.59375	4.95129180582728E-18
19.2	33.984375	1.27164710405918E-17
19.2	34.375	1.10200662520669E-17
19.2	34.765625	8.42449014674896E-18
19.2	35.15625	9.08579299355741E-18
19.2	35.546875	8.76644715808276E-18
19.2	35.9375	7.22842312679839E-18
19.2	36.328125	3.17268075213999E-17
19.2	36.71875	1.49814818385064E-17
19.2	37.109375	2.33243231685529E-18
19.2	37.5	2.40967229602338E-18
19.2	37.890625	4.06690541548975E-18
19.2	38.28125	5.78744917644821E-20
19.2	38.671875	2.69558858068508E-18
19.2	39.0625	1.76625590124539E-18
19.2	39.453125	1.04953546581897E-18
19.2	39.84375	2.34067046842323E-18
19.2	40.234375	4.51401531650445E-18
19.2	40.625	5.36889970246893E-18
19.2	41.015625	2.48739883958195E-18
19.2	41.40625	3.25301323584451E-18
19.2	41.796875	1.73185570160668E-18
19.2	42.1875	9.15559804494456E-19
19.2	42.578125	1.32351932939534E-18
19.2	42.96875	5.32015656293342E-18
19.2	43.359375	4.51034655738729E-18
19.2	43.75	5.07743753228459E-19
19.2	44.140625	2.44622384991027E-18
19.2	44.53125	1.04357136285739E-18
19.2	44.921875	4.06078728837558E-19
19.2	45.3125	2.02019929133752E-19
19.2	45.703125	1.17253846647223E-19
19.2	46.09375	1.01902626922144E-19
19.2	46.484375	1.51393024742754E-20
19.2	46.875	5.1640554626609E-21
19.2	47.265625	2.06791230005371E-21
19.2	47.65625	4.52788936093196E-21
19.2	48.046875	3.86271639714785E-23
19.2	48.4375	2.08369363538633E-22
19.2	48.828125	2.27007897298261E-23
19.2	49.21875	8.2385313825581E-22
19.2	49.609375	1.50085876477598E-23
19.2	50	1.47948503516537E-22
21.76	0	2.97915634493879E-16
21.76	0.390625	2.56131110135369E-15
21.76	0.78125	5.60711728806252E-16
21.76	1.171875	1.03147023075973E-16
21.76	1.5625	2.09405435618126E-16
21.76	1.953125	1.25647579466319E-16
21.76	2.34375	1.21506373621696E-16
21.76	2.734375	5.55669290495573E-17
21.76	3.125	2.69954544619406E-17
21.76	3.515625	3.90326959349898E-18
21.76	3.90625	2.26416241191392E-17
21.76	4.296875	6.46068135619906E-17
21.76	4.6875	4.35180817106959E-17
21.76	5.078125	2.59530218330242E-17
21.76	5.46875	1.01400050519767E-17
21.76	5.859375	6.13285987751818E-18
21.76	6.25	5.9025056182848E-19
21.76	6.640625	3.64116509110836E-19
21.76	7.03125	1.24418028006751E-17
21.76	7.421875	1.55859376397853E-17
21.76	7.8125	1.22839394368265E-17
21.76	8.203125	1.8058349375778E-17
21.76	8.59375	1.12850455012351E-17
21.76	8.984375	1.78101234944121E-18
21.76	9.375	9.81086545991895E-18
21.76	9.765625	4.09340145024239E-18
21.76	10.15625	1.5087200127527E-18
21.76	10.546875	6.46146965438802E-19
21.76	10.9375	6.52617952607446E-18
21.76	11.328125	3.84249368153178E-18
21.76	11.71875	1.16886508055094E-18
21.76	12.109375	5.33444439985358E-18
21.76	12.5	1.0855736886477E-17
21.76	12.890625	1.38671312360694E-18
21.76	13.28125	3.56853464680906E-18
21.76	13.671875	7.58286678022811E-18
21.76	14.0625	2.09727008786438E-17
21.76	14.453125	1.88465232095568E-17
21.76	14.84375	2.73411953605712E-18
21.76	15.234375	6.35627783402475E-18
21.76	15.625	5.00650330713105E-18
21.76	16.015625	8.37553298015956E-18
21.76	16.40625	8.55024662056785E-19
21.76	16.796875	3.98741532995384E-18
21.76	17.1875	7.16195687968615E-18
21.76	17.578125	2.98528963816044E-17
21.76	17.96875	5.57909279161013E-18
21.76	18.359375	9.42398478104669E-19
21.76	18.75	7.48052103871359E-18
21.76	19.140625	4.81682369912326E-18
21.76	19.53125	1.1720680256011E-18
21.76	19.921875	8.51886846743603E-19
21.76	20.3125	6.25577268794208E-18
21.76	20.703125	8.41104272780574E-18
21.76	21.09375	5.10813620452127E-19
21.76	21.484375	3.47591244437184E-18
21.76	21.875	3.14934144309793E-18
21.76	22.265625	1.66821811014613E-18
21.76	22.65625	6.05684531571418E-18
21.76	23.046875	1.0091529146045E-20
21.76	23.4375	9.96045185712338E-18
21.76	23.828125	3.06705484309149E-17
21.76	24.21875	3.16561013071662E-18
21.76	24.609375	5.65805850777096E-18
21.76	25	4.16690843139906E-18
21.76	25.390625	3.26233552766719E-18
21.76	25.78125	6.90488922602691E-18
21.76	26.171875	1.91261362048519E-17
21.76	26.5625	3.29829524497499E-17
21.76	26.953125	6.62672389570909E-18
21.76	27.34375	8.70951060826829E-19
21.76	27.734375	2.82795577889195E-18
21.76	28.125	6.91149134351676E-18
21.76	28.515625	1.33149213270709E-17
21.76	28.90625	3.90882947341379E-18
21.76	29.296875	3.63840108336445E-18
21.76	29.6875	6.67766296475259E-18
21.76	30.078125	5.4453164510275E-18
21.76	30.46875	5.28794508729194E-18
21.76	30.859375	2.28899615580772E-18
21.76	31.25	2.80661471905771E-18
21.76	31.640625	1.82316788940245E-18
21.76	32.03125	6.56354429806939E-18
21.76	32.421875	4.68273818020465E-19
21.76	32.8125	1.53490907009686E-18
21.76	33.203125	1.8974842947008E-18
21.76	33.59375	7.05567714571858E-18
21.76	33.984375	7.55173239276334E-18
21.76	34.375	3.63708788540593E-18
21.76	34.765625	1.3940713407527E-18
21.76	35.15625	3.74710583032947E-18
21.76	35.546875	4.1742329292153E-18
21.76	35.9375	9.05065761950651E-19
21.76	36.328125	1.31479799369189E-18
21.76	36.71875	8.2865420105138E-18
21.76	37.109375	1.63196167031797E-17
21.76	37.5	2.92434934723373E-18
21.76	37.890625	5.00245271053095E-18
21.76	38.28125	1.92527379056527E-17
21.76	38.671875	7.5979129572706E-18
21.76	39.0625	1.22275326975989E-19
21.76	39.453125	8.36591327267465E-18
21.76	39.84375	1.87302437231992E-18
21.76	40.234375	2.42448758882936E-19
21.76	40.625	1.16126739932207E-18
21.76	41.015625	4.35179066051035E-18
21.76	41.40625	5.19754721388167E-18
21.76	41.796875	5.93013427022043E-18
21.76	42.1875	2.574346748906E-18
21.76	42.578125	1.33128395791435E-18
21.76	42.96875	9.52907772380141E-20
21.76	43.359375	1.48270820685287E-18
21.76	43.75	1.17535289513807E-18
21.76	44.140625	4.71134217434455E-19
21.76	44.53125	9.31935313888844E-19
21.76	44.921875	9.97480570877574E-20
21.76	45.3125	4.37732247288545E-19
21.76	45.703125	8.6755660355854E-20
21.76	46.09375	1.9201642753028E-20
21.76	46.484375	3.8694462075496E-20
21.76	46.875	1.45176271949931E-20
21.76	47.265625	3.31275500299786E-21
21.76	47.65625	2.16346192426851E-21
21.76	48.046875	5.00746687650662E-22
21.76	48.4375	9.22734838955504E-22
21.76	48.828125	2.49075165166707E-22
21.76	49.21875	6.37529779434481E-22
21.76	49.609375	1.89723186347724E-22
21.76	50	1.82756716586314E-23
24.32	0	4.20148385609117E-15
24.32	0.390625	1.80975944077481E-14
24.32	0.78125	7.87985369442921E-15
24.32	1.171875	9.13797821297623E-16
24.32	1.5625	5.8859358395662E-16
24.32	1.953125	9.13339770771399E-17
24.32	2.34375	3.11614017327025E-17
24.32	2.734375	7.15539887901272E-17
24.32	3.125	1.05210296890926E-16
24.32	3.515625	2.43012344339188E-17
24.32	3.90625	2.52549054476618E-17
24.32	4.296875	1.88750482722827E-17
24.32	4.6875	1.79531623303001E-18
24.32	5.078125	4.14489762363264E-18
24.32	5.46875	1.03467503930728E-17
24.32	5.859375	3.83210377367883E-18
24.32	6.25	1.008138127484E-18
24.32	6.640625	4.24197513629447E-18
24.32	7.03125	6.05382677218812E-18
24.32	7.421875	3.54541319331735E-17
24.32	7.8125	1.84693726658833E-18
24.32	8.203125	1.41499981902851E-17
24.32	8.59375	3.51941568237981E-18
24.32	8.984375	4.70610383872572E-18
24.32	9.375	4.49556374134465E-18
24.32	9.765625	8.40751687215268E-18
24.32	10.15625	7.1893443125436E-19
24.32	10.546875	7.39464686394292E-19
24.32	10.9375	1.72077590897029E-18
24.32	11.328125	7.93208739434995E-18
24.32	11.71875	6.05193717196819E-18
24.32	12.109375	5.62505587644095E-18
24.32	12.5	5.18227735943405E-18
24.32	12.890625	1.46098463681218E-17
24.32	13.28125	1.5005657118145E-17
24.32	13.671875	1.07719924368777E-17
24.32	14.0625	1.15584223897966E-18
24.32	14.453125	9.59920220615157E-18
24.32	14.84375	3.20211735319719E-18
24.32	15.234375	6.62555101288217E-18
24.32	15.625	1.17308938843868E-17
24.32	16.015625	1.40815265678571E-17
24.32	16.40625	4.35520303489235E-18
24.32	16.796875	6.04485959396901E-18
24.32	17.1875	1.41142426606539E-18
24.32	17.578125	1.18204310731165E-18
24.32	17.96875	2.18137672134329E-18
24.32	18.359375	6.57382219641714E-19
24.32	18.75	1.32639901398645E-18
24.32	19.140625	3.11157728190014E-18
24.32	19.53125	2.43387207644583E-18
24.32	19.921875	2.93864383685648E-18
24.32	20.3125	3.34251992116576E-18
24.32	20.703125	7.02859780730535E-18
24.32	21.09375	5.68420809928751E-18
24.32	21.484375	6.56210632756844E-18
24.32	21.875	1.62575467065365E-18
24.32	22.265625	7.26542877973631E-19
24.32	22.65625	2.37869333513428E-18
24.32	23.046875	5.42562781783862E-18
24.32	23.4375	1.52613317157883E-18
24.32	23.828125	3.10992515876211E-18
24.32	24.21875	2.22299278494782E-18
24.32	24.609375	4.48681277205635E-18
24.32	25	3.10473336712039E-19
24.32	25.390625	4.35865979397546E-19
24.32	25.78125	9.74365289859181E-19
24.32	26.171875	9.62397696655112E-18
24.32	26.5625	8.36831785289745E-19
24.32	26.953125	1.7344817853554E-18
24.32	27.34375	8.69368389207224E-18
24.32	27.734375	1.49919854819226E-17
24.32	28.125	2.69717292866792E-19
24.32	28.515625	2.50041598253198E-18
24.32	28.90625	3.48536888628393E-18
24.32	29.296875	4.03213267810708E-18
24.32	29.6875	2.27312676997848E-19
24.32	30.078125	8.40282646630558E-19
24.32	30.46875	3.65372595570254E-18
24.32	30.859375	3.75443444460645E-18
24.32	31.25	9.91815630929501E-20
24.32	31.640625	2.0275654323765E-18
24.32	32.03125	7.35762556124463E-18
24.32	32.421875	4.58084672284084E-18
24.32	32.8125	1.91589112887766E-18
24.32	33.203125	8.816729556575E-19
24.32	33.59375	3.60426317845938E-18
24.32	33.984375	4.08037108732026E-18
24.32	34.375	7.86210837769424E-18
